"","subjectID","smoothness","order","av_distance","av_distance_prev","reclicks","HVclicks","Novclicks","performance","performance_av","sequence","bonus","context","PCA","PEC"
"1","5783a5316475d400015a8d18","smooth","RS",2.23958333333333,2.15208333333333,8,8,469,59.907258065,53.460685484375,"2",2.07688652075893,"smooth",-0.975097751585202,0.975097751585202
"2","5783a5316475d400015a8d18","rough","RS",4.49583333333333,2.54583333333333,44,44,426,47.01411290375,53.460685484375,"1",2.07688652075893,"rough",-1.72726563081283,1.72726563081283
"3","5b21646bdf28a7000166f4dc","smooth","RS",2.16041666666667,1.99791666666667,11,11,460,62.7862903225,56.759072580625,"2",2.21824596774107,"smooth",-0.812213168597885,0.812213168597885
"4","5b21646bdf28a7000166f4dc","rough","RS",3.88333333333333,2.77916666666667,12,12,450,50.73185483875,56.759072580625,"1",2.21824596774107,"rough",-1.84844040250156,1.84844040250156
"5","5b258c9ba7cee100011d8aad","smooth","RS",0.685416666666667,0.816666666666667,366,366,114,64.83870967625,63.784274193125,"2",2.51932603684821,"smooth",3.33080001563806,-3.33080001563806
"6","5b258c9ba7cee100011d8aad","rough","RS",0.73125,0.841666666666667,354,354,126,62.72983871,63.784274193125,"1",2.51932603684821,"rough",3.1989476023057,-3.1989476023057
"7","5c59baa95e09ea00015521d9","smooth","RS",1.01875,1.09375,273,273,196,65.76209677375,63.145161290625,"2",2.49193548388393,"smooth",2.3195820393448,-2.3195820393448
"8","5c59baa95e09ea00015521d9","rough","RS",1.33541666666667,1.18125,258,258,216,60.5282258075,63.145161290625,"1",2.49193548388393,"rough",2.00326695567214,-2.00326695567214
"9","5d389202459755001992a0f2","smooth","SR",2.53333333333333,2.325,11,11,458,54.260080645,51.6602822578125,"1",1.99972638247768,"smooth",-1.12182368090702,1.12182368090702
"10","5d389202459755001992a0f2","rough","SR",3.93958333333333,2.44166666666667,9,9,448,49.060483870625,51.6602822578125,"2",1.99972638247768,"rough",-1.69556052258276,1.69556052258276
"11","5d4a7ebbb7802400186c6b85","smooth","RS",0.685416666666667,0.702083333333333,362,362,118,63.655241935625,60.5806451609375,"2",2.38202764975446,"smooth",3.35791689861668,-3.35791689861668
"12","5d4a7ebbb7802400186c6b85","rough","RS",1.14166666666667,0.9875,323,323,156,57.50604838625,60.5806451609375,"1",2.38202764975446,"rough",2.70617831197654,-2.70617831197654
"13","5d6ff29b6fa93a001d61fc06","smooth","SR",1.87291666666667,1.78333333333333,171,171,309,63.6310483875,61.2439516125,"1",2.41045506910714,"smooth",0.719432475094574,-0.719432475094574
"14","5d6ff29b6fa93a001d61fc06","rough","SR",2.15,2.08541666666667,235,235,245,58.8568548375,61.2439516125,"2",2.41045506910714,"rough",0.989541259051865,-0.989541259051865
"15","5d7d467f306346001a7a6844","smooth","SR",1.98958333333333,2.10833333333333,289,289,189,63.110887096875,61.8407258065625,"1",2.43603110599554,"smooth",1.50174998370164,-1.50174998370164
"16","5d7d467f306346001a7a6844","rough","SR",2.59166666666667,2.59583333333333,333,333,142,60.57056451625,61.8407258065625,"2",2.43603110599554,"rough",1.3920932350179,-1.3920932350179
"17","5dbc09abbc03131b83aeeacd","smooth","RS",2.43958333333333,2.05,8,8,472,59.08669354875,53.1935483871875,"2",2.06543778802232,"smooth",-1.01123006264077,1.01123006264077
"18","5dbc09abbc03131b83aeeacd","rough","RS",2.67291666666667,2.34375,1,1,476,47.300403225625,53.1935483871875,"1",2.06543778802232,"rough",-1.30361821538194,1.30361821538194
"19","5ed131544533f004a120573b","smooth","SR",1.73333333333333,2.18958333333333,216,216,263,66.06048387,63.742943548125,"1",2.51755472349107,"smooth",0.940584345942055,-0.940584345942055
"20","5ed131544533f004a120573b","rough","SR",1.96666666666667,2.35,242,242,237,61.42540322625,63.742943548125,"2",2.51755472349107,"rough",0.983480904937321,-0.983480904937321
"21","5f3077986a37984e5af7d994","smooth","RS",1.66875,1.89375,20,20,452,61.1209677425,56.58467742,"2",2.21077188942857,"smooth",-0.494836877775385,0.494836877775385
"22","5f3077986a37984e5af7d994","rough","RS",2.45625,1.84166666666667,54,54,414,52.0483870975,56.58467742,"1",2.21077188942857,"rough",-0.470289413976356,0.470289413976356
"23","5f49fd29edde0c564e9f83c6","smooth","RS",2.45208333333333,2.4625,3,3,474,60.6008064525,54.689516129375,"2",2.12955069125893,"smooth",-1.26406256472689,1.26406256472689
"24","5f49fd29edde0c564e9f83c6","rough","RS",4.18333333333333,3.41666666666667,6,6,459,48.77822580625,54.689516129375,"1",2.12955069125893,"rough",-2.36572633859358,2.36572633859358
"25","5f5eec89adff681a180f6aa4","smooth","SR",2.2625,2.71458333333333,70,70,402,60.332661289375,57.8820564509375,"1",2.26637384789732,"smooth",-0.740131558148217,0.740131558148217
"26","5f5eec89adff681a180f6aa4","rough","SR",2.93333333333333,2.62708333333333,184,184,277,55.4314516125,57.8820564509375,"2",2.26637384789732,"rough",0.0500584772374505,-0.0500584772374505
"27","5ff38032559f439a49bdac82","smooth","RS",0.625,0.716666666666667,355,355,117,64.338709675625,63.2530241921875,"2",2.49655817966518,"smooth",3.3485009240828,-3.3485009240828
"28","5ff38032559f439a49bdac82","rough","RS",1.02083333333333,1.12708333333333,320,320,155,62.16733870875,63.2530241921875,"1",2.49655817966518,"rough",2.67072579093871,-2.67072579093871
"29","6007421356226920359b5f3e","smooth","SR",1.37916666666667,1.48958333333333,232,232,247,64.80443548375,64.0010080646875,"1",2.52861463134375,"smooth",1.58339498066655,-1.58339498066655
"30","6007421356226920359b5f3e","rough","SR",0.7625,0.966666666666667,331,331,148,63.197580645625,64.0010080646875,"2",2.52861463134375,"rough",2.9315502517762,-2.9315502517762
"31","601a682ebca398285673a4c8","smooth","SR",2.86041666666667,3.44375,95,95,384,64.52419354875,60.824596774375,"1",2.39248271890179,"smooth",-1.17797810546575,1.17797810546575
"32","601a682ebca398285673a4c8","rough","SR",2.96458333333333,3.63958333333333,181,181,296,57.125,60.824596774375,"2",2.39248271890179,"rough",-0.591212236487124,0.591212236487124
"33","6095b18d2259069adefeb80a","smooth","SR",1.64166666666667,0.985416666666667,128,128,257,44.649193548125,43.7368951609375,"1",1.66015264975446,"smooth",1.27072135915767,-1.27072135915767
"34","6095b18d2259069adefeb80a","rough","SR",1.69375,0.85625,116,116,236,42.82459677375,43.7368951609375,"2",1.66015264975446,"rough",1.35708460095357,-1.35708460095357
"35","60a3a03bc01ba594c9cca88d","smooth","SR",1.52083333333333,1.85,153,153,321,62.7540322575,61.5977822571875,"1",2.42561923959375,"smooth",0.694743373947057,-0.694743373947057
"36","60a3a03bc01ba594c9cca88d","rough","SR",1.20208333333333,1.48541666666667,267,267,205,60.441532256875,61.5977822571875,"2",2.42561923959375,"rough",1.97784285817763,-1.97784285817763
"37","60b89e715d06ca57da9738a5","smooth","SR",2.39791666666667,3.15,2,2,478,61.076612901875,55.02217741875,"1",2.14380760366071,"smooth",-1.62841990246336,1.62841990246336
"38","60b89e715d06ca57da9738a5","rough","SR",3.24375,3.1,2,2,478,48.967741935625,55.02217741875,"2",2.14380760366071,"rough",-1.93010830680659,1.93010830680659
"39","60e07fb75b201859ff688f91","smooth","SR",2.525,3.03333333333333,10,10,462,55.51814516125,50.1290322578125,"1",1.93410138247768,"smooth",-1.51500514970087,1.51500514970087
"40","60e07fb75b201859ff688f91","rough","SR",4.73333333333333,4.72916666666667,4,4,471,44.739919354375,50.1290322578125,"2",1.93410138247768,"rough",-3.33359563163678,3.33359563163678
"41","60fc0d145818e7b9a3e9273c","smooth","SR",2.31875,2.35208333333333,182,182,295,62.893145161875,61.167338710625,"1",2.40717165902679,"smooth",0.350087245414061,-0.350087245414061
"42","60fc0d145818e7b9a3e9273c","rough","SR",2.04166666666667,2.54166666666667,258,258,215,59.441532259375,61.167338710625,"2",2.40717165902679,"rough",1.01249530460601,-1.01249530460601
"43","61308dda1a788a1f231cf0fa","smooth","SR",2.16458333333333,2.475,176,176,293,61.669354838125,57.53125,"1",2.25133928571429,"smooth",0.328036839258392,-0.328036839258392
"44","61308dda1a788a1f231cf0fa","rough","SR",2.2125,2.5125,174,174,296,53.393145161875,57.53125,"2",2.25133928571429,"rough",0.268558188243728,-0.268558188243728
"45","6136cb52db0f1cb2262bbf5d","smooth","SR",1.76875,2.26041666666667,208,208,272,66.83266129,63.8810483871875,"1",2.52347350230804,"smooth",0.817880610988394,-0.817880610988394
"46","6136cb52db0f1cb2262bbf5d","rough","SR",2.13125,2.26041666666667,219,219,260,60.929435484375,63.8810483871875,"2",2.52347350230804,"rough",0.773858248706355,-0.773858248706355
"47","614235732a911ae28559d9c3","smooth","RS",4.03958333333333,3.83541666666667,6,6,468,58.016129031875,53.83467741875,"2",2.09291474651786,"smooth",-2.56976072746606,2.56976072746606
"48","614235732a911ae28559d9c3","rough","RS",5.21666666666667,3.47291666666667,3,3,468,49.653225805625,53.83467741875,"1",2.09291474651786,"rough",-2.84693949214078,2.84693949214078
"49","6154e16c9500b0262bbcabaa","smooth","RS",1.09791666666667,1.47291666666667,286,286,194,66.695564516875,62.6965725809375,"2",2.47271025346875,"smooth",2.15083376602718,-2.15083376602718
"50","6154e16c9500b0262bbcabaa","rough","RS",1.57291666666667,1.575,234,234,245,58.697580645,62.6965725809375,"1",2.47271025346875,"rough",1.47975605033791,-1.47975605033791
"51","6157ea2bc310cfa8c29478f6","smooth","SR",3.10208333333333,3.175,108,108,368,61.909274193125,59.5796370959375,"1",2.33912730411161,"smooth",-1.00746835875051,1.00746835875051
"52","6157ea2bc310cfa8c29478f6","rough","SR",4.07291666666667,3.82916666666667,169,169,309,57.24999999875,59.5796370959375,"2",2.33912730411161,"rough",-1.22674943749797,1.22674943749797
"53","615f338fdbb7744db42e0f7f","smooth","RS",1.70625,2.10625,251,251,227,69.40725806375,66.8881048390625,"2",2.65234735024554,"smooth",1.29352445483644,-1.29352445483644
"54","615f338fdbb7744db42e0f7f","rough","RS",2.01666666666667,2.63125,283,283,191,64.368951614375,66.8881048390625,"1",2.65234735024554,"rough",1.1805522521697,-1.1805522521697
